id,tagName,dateCreated,dateOccurred,description,status,submitted by (username),submitted by (first name),submitted by (last name),created in group,clientId,section,region,accuracy(m),latitude,longitude,Extralimital,Animal,Animal Age,Animal Sex,Count,Behaviour,Identifier,Spotted From,Condition,Notes
2436002,Animal Sighting,2022-04-26 17:19:57,2022-04-26 17:27:00,Stompie and Balu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.188871,30.931129,,White Rhino,Adult,Male,2,,Aerial Support,,,
2436077,Animal Sighting,2022-04-26 18:10:03,2022-04-26 11:00:00,White 2x,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2316383,30.9716606,,White Rhino,Adult,Male,2,,Aerial Support,,,
2436078,Animal Sighting,2022-04-26 18:11:42,2022-04-26 11:00:00,White rhino,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Mopani,South African Districts,,-24.2326558,30.9751797,,White Rhino,Adult,Male,1,,Aerial Support,,,
2436079,Animal Sighting,2022-04-26 18:12:40,2022-04-26 11:00:00,White 2x,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Mopani,South African Districts,,-24.2386823,30.9661674,,White Rhino,Adult,Male,2,,Aerial Support,,,
2444428,Animal Sighting,2022-05-02 08:22:24,2022-04-24 02:44:00,Black Rhino,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1920312,30.8693182,,Black Rhino,Adult,,1,Drinking,Camera trap,,,
2444464,Animal Sighting,2022-05-02 08:33:26,2022-04-20 16:00:00,White Rhino,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.22769,30.97016,,White Rhino,Adult,Male,1,Drinking,Camera trap,,,
2426062,Animal Sighting,2022-04-19 17:55:22,2022-04-19 18:02:00,Khuza and Kwezi,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2180317,30.8966875,,Black Rhino,Adult,Female,2,Moving,Lodge,,,
2423887,Animal Sighting,2022-04-18 17:15:23,2022-04-18 17:22:00,Khuza and Kwezi,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2075422,30.854845,,Black Rhino,Adult,Female,2,Moving,Lodge,,,
2423890,Animal Sighting,2022-04-18 17:16:52,2022-04-18 17:00:00,Zulu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1970127,30.8777618,,Black Rhino,Adult,Male,1,Wallowing,Lodge,,,
2444463,Animal Sighting,2022-05-02 08:32:26,2022-04-18 09:30:00,White Rhino,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.22769,30.97016,,White Rhino,Adult,Male,1,Drinking,Camera trap,,,
2444458,Animal Sighting,2022-05-02 08:31:28,2022-04-17 17:54:00,White 2x,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.22769,30.97016,,White Rhino,Adult,,2,Drinking,Camera trap,,,
2419316,Animal Sighting,2022-04-15 16:49:14,2022-04-15 06:30:00,Khuza and Kwezi,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2207977,30.8983786,,Black Rhino,Adult,Female,2,Moving,Lodge,,,
2444456,Animal Sighting,2022-05-02 08:30:28,2022-04-14 18:40:00,White Rhino,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.22769,30.97016,,White Rhino,Adult,Male,1,Drinking,Camera trap,,,
2419317,Animal Sighting,2022-04-15 16:50:16,2022-04-14 17:00:00,Deena and Dakari,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2056897,30.861214,,Black Rhino,Adult,Female,2,Drinking,Landowner,,,
2444453,Animal Sighting,2022-05-02 08:29:21,2022-04-14 16:42:00,Kambani,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.22769,30.97016,,Black Rhino,Sub-Adult,Male,1,Drinking,Camera trap,,,
2444449,Animal Sighting,2022-05-02 08:27:15,2022-04-13 07:54:00,Khuza and Kwezi,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.17699,30.88897,,Black Rhino,Adult,Female,2,Drinking,Camera trap,,,
2444436,Animal Sighting,2022-05-02 08:26:02,2022-04-13 05:39:00,Black rhino,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.17699,30.88897,,Black Rhino,Adult,Male,1,Drinking,Camera trap,,,
2444431,Animal Sighting,2022-05-02 08:23:39,2022-04-12 20:49:00,Dotty,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.17699,30.88897,,Black Rhino,Sub-Adult,Male,1,Drinking,Camera trap,,,
2444452,Animal Sighting,2022-05-02 08:28:29,2022-04-12 19:41:00,White Rhino,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.22769,30.97016,,White Rhino,Adult,Male,1,Drinking,Camera trap,,,
2415496,Animal Sighting,2022-04-12 16:23:03,2022-04-12 16:29:00,Stompie and Balu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1908472,30.8916235,,White Rhino,Adult,Male,2,Feeding,Landowner,,,
2415498,Animal Sighting,2022-04-12 16:24:23,2022-04-12 14:00:00,Khuza and Kwezi,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1967582,30.8783627,,Black Rhino,Adult,Female,2,Drinking,TA Staff,,,
2444403,Animal Sighting,2022-05-02 08:16:01,2022-04-12 02:14:00,Zulu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1792,30.86623,,Black Rhino,Adult,Male,1,Moving,Camera trap,,,
2444415,Animal Sighting,2022-05-02 08:19:40,2022-04-11 22:19:00,White and calf,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2051,30.95471,,White Rhino,Adult,Female,2,Drinking,Camera trap,,,
2413948,Animal Sighting,2022-04-11 16:16:14,2022-04-11 12:00:00,Stompie and Balu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2118086,30.8902502,,White Rhino,Adult,Male,2,Feeding,Landowner,,,
2411319,Animal Sighting,2022-04-08 16:28:25,2022-04-08 15:00:00,Deena and Dakari,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1861495,30.858287,,Black Rhino,Adult,Female,2,Drinking,TA Staff,,,
2411316,Animal Sighting,2022-04-08 16:26:54,2022-04-08 08:00:00,Zulu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2056829,30.8605615,,Black Rhino,Adult,Male,1,Drinking,TA Staff,,,
2407585,Animal Sighting,2022-04-06 16:51:29,2022-04-06 16:57:00,Stompie and Balu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2107322,30.8932891,,White Rhino,Adult,Male,2,Feeding,Lodge/TA Staff,,,
2407583,Animal Sighting,2022-04-06 16:50:36,2022-04-06 14:23:00,Deena and Dakari,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2051741,30.8607593,,Black Rhino,Adult,Female,2,Moving,Landowner/Camera,,,
2406514,Animal Sighting,2022-04-05 17:14:37,2022-04-05 15:00:00,Zulu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1863321,30.8584674,,Black Rhino,Adult,Male,1,Drinking,Izel,,,
2406511,Animal Sighting,2022-04-05 17:10:48,2022-04-05 08:00:00,Deena and Dakari,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1876958,30.8638492,,Black Rhino,Adult,Female,2,Moving,Izel,,,
2406512,Animal Sighting,2022-04-05 17:12:41,2022-04-05 07:00:00,White 5x (Romeo 2 female 2 calf),Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1960405,30.9066398,,White Rhino,Adult,,5,Feeding,Lodge,,,
2444400,Animal Sighting,2022-05-02 08:15:08,2022-04-05 01:24:00,Dotty,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1792,30.86623,,Black Rhino,Sub-Adult,Male,1,Moving,Camera trap,,,
2405291,Animal Sighting,2022-04-04 16:19:32,2022-04-04 15:00:00,Zulu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.205409,30.8614889,,Black Rhino,Adult,Male,1,Wallowing,Landowner/Camera,,,
2444410,Animal Sighting,2022-05-02 08:18:40,2022-04-04 13:02:00,Stompie and Balu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2051,30.95471,,White Rhino,Adult,Male,2,Drinking,Camera trap,,,
2444389,Animal Sighting,2022-05-02 08:12:23,2022-04-03 22:08:00,Dotty,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.17699,30.88897,,Black Rhino,Sub-Adult,Male,1,Drinking,Camera trap,,,
2444396,Animal Sighting,2022-05-02 08:13:57,2022-04-01 01:25:00,Khuza and Kwezi,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1792,30.86623,,Black Rhino,Adult,Female,2,Moving,Camera trap,,,
2444407,Animal Sighting,2022-05-02 08:17:29,2022-03-31 22:43:00,Mugisa,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2051,30.95471,,Black Rhino,Adult,Female,1,Drinking,Camera trap,,,
2396646,Animal Sighting,2022-03-31 16:29:10,2022-03-29 18:55:00,Aphella,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.18363,30.94651,,Black Rhino,Adult,Male,1,Drinking,Camera trap,,,
2393954,Animal Sighting,2022-03-30 16:37:36,2022-03-29 10:00:00,Zulu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1992702,30.8749992,,Black Rhino,Adult,Male,1,,TA staff,,,
2396643,Animal Sighting,2022-03-31 16:28:16,2022-03-28 18:48:00,Aphella,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.18363,30.94651,,Black Rhino,Adult,Male,1,Drinking,Camera trap,,,
2388535,Animal Sighting,2022-03-28 07:47:11,2022-03-28 07:51:46,Golf1 report kudu outside the fence at Victor-one R40,Logged,golf1,Golf,1,Black Mambas,41381,Maseke,Balule,3.5,-24.043627,31.031506,,Kudu,Sub-Adult,Male,1,Moving,,Vehicle,Good,
2453978,Animal Sighting,2022-05-06 14:20:52,2022-03-26 07:12:00,White Rhino,Logged,Izel,Izel,Pieterse,Black Mambas,43213,Olifants West,Balule,,-24.19751,30.917478,,White Rhino,Adult,,2,Feeding,Camera trap,,,
2384914,Animal Sighting,2022-03-26 17:29:52,2022-03-26 06:41:00,Duchess and Duke,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2089513,30.871582,,Black Rhino,Adult,Female,2,Moving,Lodge,,,
2382220,Animal Sighting,2022-03-25 17:07:17,2022-03-25 08:00:00,Stompie and Balu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2074639,30.9365478,,White Rhino,Adult,Male,2,Feeding,Landowner,,,
2396642,Animal Sighting,2022-03-31 16:27:21,2022-03-24 18:53:00,White rhino,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.18363,30.94651,,White Rhino,Adult,,1,Drinking,Camera trap,,,
2396638,Animal Sighting,2022-03-31 16:26:26,2022-03-23 18:16:00,Aphella,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.18363,30.94651,,Black Rhino,Adult,Male,1,Drinking,Camera trap,,,
2396637,Animal Sighting,2022-03-31 16:25:27,2022-03-23 17:59:00,White and calf,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.18363,30.94651,,White Rhino,Adult,Female,2,Drinking,Camera trap,,,
2377277,Animal Sighting,2022-03-23 16:21:48,2022-03-23 09:00:00,White rhino,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2251419,30.9480411,,White Rhino,Adult,Male,1,Resting,TA Staff,,,
2377282,Animal Sighting,2022-03-23 16:23:51,2022-03-23 08:00:00,Black and calf,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1872848,30.8433786,,Black Rhino,Adult,Female,2,Resting,Landowner,,,
2396632,Animal Sighting,2022-03-31 16:23:07,2022-03-23 06:50:00,Stompie and Balu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.18363,30.94651,,White Rhino,Adult,Male,2,Drinking,Camera trap,,,
2396633,Animal Sighting,2022-03-31 16:24:07,2022-03-23 00:25:00,Stompie and Balu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.18363,30.94651,,White Rhino,Adult,Male,2,Drinking,Camera trap,,,
2374385,Animal Sighting,2022-03-22 17:20:14,2022-03-22 17:24:00,Zulu,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.1938679,30.8674152,,Black Rhino,Adult,Male,1,Moving,Lodge,,,
2396630,Animal Sighting,2022-03-31 16:22:16,2022-03-22 00:13:00,Aphella,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.18363,30.94651,,Black Rhino,Adult,Male,1,Drinking,Camera trap,,,
2374386,Animal Sighting,2022-03-22 17:21:24,2022-03-21 18:00:00,Khuza and Kwezi,Logged,leoniehofstra,Leonie,Hofstra,Black Mambas,9519,Olifants West,Balule,,-24.2061594,30.8749992,,Black Rhino,Adult,Male,1,Moving,Lodge,,,
